id,title,company,location,date_posted,job_type,interval,min_amount,max_amount,currency,is_remote,company_industry,city,seniority,year_exp,education,description
2865,AI Researcher,BNP Paribas,New York,2025-04-11,part-time,yearly,1905,2291,EUR,False,Finance,New York,intern,8,unknown,"As an intern at BNP Paribas in New York, you will Conduct original research on deep learning, NLP, or computer vision to advance the state of the art. Publish findings in top-tier academic venues and open-source key contributions. Collaborate with applied teams to transfer research breakthroughs into real products."
2866,AI Researcher,Airbus,New York,2025-08-26,part-time,yearly,97136,129650,USD,True,Tech,Madrid,lead,8,unknown,Lead a high-impact team at Airbus in New York. Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences.
2867,Data Analyst,Meta,Madrid,2025-10-29,full-time,yearly,67040,97077,USD,True,Finance,Paris,senior,8,bachelor,We are looking for a senior Data Analyst at Meta (Madrid). Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting.
2868,AI Researcher,Google,New York,2025-04-21,full-time,yearly,110182,145171,EUR,True,Tech,New York,lead,7,phd,"Lead a high-impact team at Google in New York. Conduct original research on deep learning, NLP, or computer vision to advance the state of the art. Publish findings in top-tier academic venues and open-source key contributions. Collaborate with applied teams to transfer research breakthroughs into real products."
2869,Data Analyst,Microsoft,Madrid,2025-11-15,part-time,yearly,97139,151138,USD,False,Industrial,New York,lead,2,master,Lead a high-impact team at Microsoft in Madrid. Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting.
2870,ML Engineer,Amazon,Paris,2025-05-03,part-time,yearly,60767,98519,GBP,False,Industrial,Madrid,senior,9,bachelor,"We are looking for a senior ML Engineer at Amazon (Paris). Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
2871,Data Engineer,Google,New York,2025-07-23,internship,yearly,72640,109342,EUR,True,Finance,Paris,senior,0,phd,"We are looking for a senior Data Engineer at Google (New York). Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
2872,Data Engineer,Meta,Berlin,2025-11-19,full-time,yearly,1631,2697,GBP,True,Industrial,Madrid,intern,12,phd,"As an intern at Meta in Berlin, you will Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
2873,Data Engineer,BNP Paribas,Madrid,2025-06-04,part-time,yearly,74514,94576,GBP,False,Tech,Madrid,senior,10,master,"We are looking for a senior Data Engineer at BNP Paribas (Madrid). Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
2874,Data Engineer,Google,Paris,2026-02-18,internship,yearly,36888,47688,USD,True,Tech,London,junior,11,unknown,"Join Google in Paris as a junior team member. Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
2875,AI Researcher,Microsoft,New York,2025-08-02,part-time,yearly,93034,131768,GBP,True,Consulting,Berlin,lead,0,bachelor,"Lead a high-impact team at Microsoft in New York. Conduct original research on deep learning, NLP, or computer vision to advance the state of the art. Publish findings in top-tier academic venues and open-source key contributions. Collaborate with applied teams to transfer research breakthroughs into real products."
2876,Data Engineer,Microsoft,Berlin,2025-10-25,full-time,yearly,92238,149272,GBP,False,Finance,New York,lead,12,phd,"Lead a high-impact team at Microsoft in Berlin. Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
2877,Data Analyst,Airbus,Madrid,2026-02-07,part-time,yearly,879,2711,EUR,True,Tech,New York,intern,6,phd,"As an intern at Airbus in Madrid, you will Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting."
2878,ML Engineer,BNP Paribas,Paris,2026-03-08,part-time,yearly,99775,134167,USD,False,Finance,London,lead,2,phd,Lead a high-impact team at BNP Paribas in Paris. Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
2879,Data Engineer,Airbus,Paris,2026-01-30,full-time,yearly,107362,137082,EUR,True,Tech,Berlin,lead,0,unknown,"Lead a high-impact team at Airbus in Paris. Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
2880,ML Engineer,Amazon,Paris,2025-11-18,full-time,yearly,67277,96414,GBP,True,Industrial,Paris,senior,9,phd,We are looking for a senior ML Engineer at Amazon (Paris). Develop end-to-end machine learning systems from data ingestion to model serving. Optimize model latency and throughput to meet production SLA requirements. Implement CI/CD pipelines for automated model training and deployment.
2881,Data Scientist,BNP Paribas,Madrid,2025-07-07,internship,yearly,34859,46686,EUR,False,Finance,Madrid,junior,9,unknown,Join BNP Paribas in Madrid as a junior team member. Develop statistical models and ML algorithms to support product and growth initiatives. Work cross-functionally with data engineers to ensure data quality and availability. Monitor model performance in production and iterate based on real-world feedback.
2882,AI Researcher,Meta,Berlin,2026-02-13,part-time,yearly,97350,144395,GBP,True,Finance,Madrid,lead,10,phd,Lead a high-impact team at Meta in Berlin. Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences.
2883,Data Engineer,Amazon,Berlin,2026-01-31,part-time,yearly,30766,57693,USD,False,Finance,Madrid,junior,0,bachelor,"Join Amazon in Berlin as a junior team member. Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
2884,AI Researcher,Google,Berlin,2025-12-06,part-time,yearly,119304,120876,EUR,False,Tech,Madrid,lead,2,unknown,"Lead a high-impact team at Google in Berlin. Explore novel model architectures and training methods to push performance boundaries. Design rigorous experiments, analyze results, and iterate on hypotheses rapidly. Stay current with the latest literature and contribute new ideas to the research community."
2885,AI Researcher,Microsoft,Paris,2025-08-12,internship,yearly,31632,45754,USD,True,Industrial,Berlin,junior,2,unknown,"Join Microsoft in Paris as a junior team member. Conduct original research on deep learning, NLP, or computer vision to advance the state of the art. Publish findings in top-tier academic venues and open-source key contributions. Collaborate with applied teams to transfer research breakthroughs into real products."
2886,Data Analyst,Microsoft,New York,2025-07-02,full-time,yearly,116133,131521,USD,False,Finance,London,lead,6,master,Lead a high-impact team at Microsoft in New York. Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting.
2887,Data Scientist,BNP Paribas,New York,2025-05-10,full-time,yearly,103907,151935,GBP,True,Industrial,Paris,lead,2,bachelor,Lead a high-impact team at BNP Paribas in New York. Develop statistical models and ML algorithms to support product and growth initiatives. Work cross-functionally with data engineers to ensure data quality and availability. Monitor model performance in production and iterate based on real-world feedback.
2888,Data Scientist,Meta,New York,2025-08-16,part-time,yearly,104054,144081,EUR,False,Industrial,Berlin,lead,0,unknown,Lead a high-impact team at Meta in New York. Develop statistical models and ML algorithms to support product and growth initiatives. Work cross-functionally with data engineers to ensure data quality and availability. Monitor model performance in production and iterate based on real-world feedback.
2889,Data Scientist,Microsoft,London,2026-01-14,full-time,yearly,1273,2396,GBP,True,Finance,London,intern,7,unknown,"As an intern at Microsoft in London, you will Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
2890,AI Researcher,Airbus,New York,2025-09-21,full-time,yearly,66949,93369,USD,False,Finance,Berlin,senior,12,master,We are looking for a senior AI Researcher at Airbus (New York). Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences.
2891,Data Analyst,Google,Berlin,2026-02-12,internship,yearly,949,2951,USD,False,Tech,Paris,intern,11,bachelor,"As an intern at Google in Berlin, you will Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
2892,ML Engineer,Google,Berlin,2025-09-21,full-time,yearly,38245,46914,USD,False,Consulting,Berlin,junior,0,master,Join Google in Berlin as a junior team member. Develop end-to-end machine learning systems from data ingestion to model serving. Optimize model latency and throughput to meet production SLA requirements. Implement CI/CD pipelines for automated model training and deployment.
2893,Data Analyst,Airbus,New York,2026-02-23,part-time,yearly,980,2759,GBP,False,Tech,London,intern,2,unknown,"As an intern at Airbus in New York, you will Analyze business data to identify trends, patterns, and actionable opportunities. Build dashboards and reports using tools such as Tableau, Looker, or Power BI. Partner with business stakeholders to define KPIs and measure initiative performance."
2894,ML Engineer,Microsoft,Paris,2025-11-29,full-time,yearly,1707,2033,EUR,True,Finance,Berlin,intern,8,phd,"As an intern at Microsoft in Paris, you will Develop end-to-end machine learning systems from data ingestion to model serving. Optimize model latency and throughput to meet production SLA requirements. Implement CI/CD pipelines for automated model training and deployment."
2895,Data Scientist,Microsoft,Berlin,2025-12-20,internship,yearly,39235,49113,USD,True,Consulting,London,junior,6,bachelor,"Join Microsoft in Berlin as a junior team member. Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
2896,ML Engineer,BNP Paribas,London,2025-09-23,part-time,yearly,42723,51847,GBP,True,Tech,New York,junior,6,bachelor,Join BNP Paribas in London as a junior team member. Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
2897,ML Engineer,Airbus,Paris,2025-11-08,internship,yearly,69533,100191,GBP,False,Tech,Madrid,senior,7,master,"We are looking for a senior ML Engineer at Airbus (Paris). Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
2898,Data Analyst,Google,Paris,2025-08-22,part-time,yearly,36640,48390,GBP,False,Consulting,New York,junior,1,phd,Join Google in Paris as a junior team member. Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting.
2899,Data Engineer,Google,Madrid,2025-08-17,internship,yearly,1328,2711,GBP,False,Consulting,London,intern,4,master,"As an intern at Google in Madrid, you will Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
2900,AI Researcher,Airbus,London,2026-04-10,internship,yearly,1891,2874,EUR,False,Finance,Paris,intern,9,unknown,"As an intern at Airbus in London, you will Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences."
2901,Data Analyst,Airbus,Paris,2025-10-18,internship,yearly,111670,155394,EUR,True,Industrial,Paris,lead,8,unknown,"Lead a high-impact team at Airbus in Paris. Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
2902,Data Engineer,BNP Paribas,Madrid,2025-06-05,full-time,yearly,73861,94226,USD,True,Tech,New York,senior,2,phd,"We are looking for a senior Data Engineer at BNP Paribas (Madrid). Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
2903,Data Scientist,Meta,Madrid,2026-01-04,internship,yearly,110473,125221,GBP,True,Finance,Madrid,lead,7,unknown,Lead a high-impact team at Meta in Madrid. Develop statistical models and ML algorithms to support product and growth initiatives. Work cross-functionally with data engineers to ensure data quality and availability. Monitor model performance in production and iterate based on real-world feedback.
2904,Data Engineer,Google,London,2026-03-04,internship,yearly,33849,45739,USD,False,Finance,Madrid,junior,12,bachelor,"Join Google in London as a junior team member. Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
2905,Data Engineer,BNP Paribas,New York,2026-02-03,internship,yearly,73506,103256,EUR,False,Finance,Madrid,senior,1,unknown,"We are looking for a senior Data Engineer at BNP Paribas (New York). Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
2906,Data Analyst,Microsoft,Paris,2025-07-22,part-time,yearly,63863,87243,GBP,True,Consulting,Berlin,senior,12,bachelor,"We are looking for a senior Data Analyst at Microsoft (Paris). Analyze business data to identify trends, patterns, and actionable opportunities. Build dashboards and reports using tools such as Tableau, Looker, or Power BI. Partner with business stakeholders to define KPIs and measure initiative performance."
2907,ML Engineer,BNP Paribas,New York,2025-06-30,part-time,yearly,1110,2111,EUR,False,Tech,Berlin,intern,3,phd,"As an intern at BNP Paribas in New York, you will Develop end-to-end machine learning systems from data ingestion to model serving. Optimize model latency and throughput to meet production SLA requirements. Implement CI/CD pipelines for automated model training and deployment."
2908,Data Analyst,Amazon,Paris,2026-02-07,full-time,yearly,60928,108003,GBP,False,Finance,New York,senior,4,bachelor,"We are looking for a senior Data Analyst at Amazon (Paris). Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
2909,Data Analyst,Amazon,Madrid,2025-09-01,part-time,yearly,33819,45577,EUR,True,Finance,Berlin,junior,6,master,"Join Amazon in Madrid as a junior team member. Analyze business data to identify trends, patterns, and actionable opportunities. Build dashboards and reports using tools such as Tableau, Looker, or Power BI. Partner with business stakeholders to define KPIs and measure initiative performance."
2910,Data Analyst,Airbus,Paris,2026-02-08,internship,yearly,1613,2597,USD,True,Industrial,London,intern,4,master,"As an intern at Airbus in Paris, you will Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
2911,Data Scientist,Amazon,Madrid,2025-06-04,part-time,yearly,105600,151879,GBP,False,Industrial,London,lead,6,phd,"Lead a high-impact team at Amazon in Madrid. Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
2912,Data Scientist,Meta,Madrid,2025-06-06,full-time,yearly,94179,137065,GBP,False,Finance,London,lead,0,master,Lead a high-impact team at Meta in Madrid. Develop statistical models and ML algorithms to support product and growth initiatives. Work cross-functionally with data engineers to ensure data quality and availability. Monitor model performance in production and iterate based on real-world feedback.
2913,AI Researcher,Microsoft,New York,2026-04-07,internship,yearly,966,2079,GBP,False,Consulting,Paris,intern,4,unknown,"As an intern at Microsoft in New York, you will Conduct original research on deep learning, NLP, or computer vision to advance the state of the art. Publish findings in top-tier academic venues and open-source key contributions. Collaborate with applied teams to transfer research breakthroughs into real products."
2914,Data Scientist,Google,Berlin,2026-01-30,internship,yearly,36162,50496,EUR,True,Consulting,London,junior,2,bachelor,Join Google in Berlin as a junior team member. Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations.
2915,Data Engineer,Airbus,Paris,2025-05-28,full-time,yearly,112574,146573,USD,True,Consulting,New York,lead,3,master,"Lead a high-impact team at Airbus in Paris. Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
2916,Data Analyst,Microsoft,London,2026-01-10,internship,yearly,69811,108104,USD,True,Industrial,Berlin,senior,10,unknown,"We are looking for a senior Data Analyst at Microsoft (London). Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
2917,Data Engineer,BNP Paribas,Berlin,2025-07-02,internship,yearly,40872,49052,GBP,False,Industrial,New York,junior,6,bachelor,"Join BNP Paribas in Berlin as a junior team member. Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
2918,AI Researcher,Meta,New York,2025-12-20,full-time,yearly,1226,2986,USD,True,Industrial,London,intern,4,bachelor,"As an intern at Meta in New York, you will Conduct original research on deep learning, NLP, or computer vision to advance the state of the art. Publish findings in top-tier academic venues and open-source key contributions. Collaborate with applied teams to transfer research breakthroughs into real products."
2919,Data Analyst,BNP Paribas,Madrid,2025-05-03,full-time,yearly,97013,147200,USD,True,Consulting,Paris,lead,11,unknown,Lead a high-impact team at BNP Paribas in Madrid. Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting.
2920,ML Engineer,BNP Paribas,London,2026-04-07,part-time,yearly,101036,128822,GBP,True,Industrial,Paris,lead,9,phd,"Lead a high-impact team at BNP Paribas in London. Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
2921,Data Scientist,Meta,Berlin,2026-01-06,internship,yearly,76940,105754,GBP,False,Consulting,London,senior,1,master,We are looking for a senior Data Scientist at Meta (Berlin). Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations.
2922,AI Researcher,Airbus,New York,2025-12-22,full-time,yearly,101119,122511,EUR,False,Tech,Paris,lead,8,unknown,Lead a high-impact team at Airbus in New York. Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences.
2923,Data Analyst,Amazon,Madrid,2025-08-27,internship,yearly,96689,126199,USD,True,Industrial,New York,lead,2,phd,Lead a high-impact team at Amazon in Madrid. Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting.
2924,AI Researcher,Amazon,London,2025-04-23,full-time,yearly,43139,49430,GBP,False,Industrial,New York,junior,5,bachelor,Join Amazon in London as a junior team member. Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences.
2925,Data Scientist,Airbus,Madrid,2025-11-06,internship,yearly,1336,2282,USD,True,Finance,Paris,intern,0,master,"As an intern at Airbus in Madrid, you will Develop statistical models and ML algorithms to support product and growth initiatives. Work cross-functionally with data engineers to ensure data quality and availability. Monitor model performance in production and iterate based on real-world feedback."
2926,Data Scientist,BNP Paribas,Madrid,2026-02-14,full-time,yearly,76349,105997,EUR,True,Industrial,Paris,senior,7,unknown,"We are looking for a senior Data Scientist at BNP Paribas (Madrid). Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
2927,ML Engineer,Microsoft,Berlin,2025-08-16,full-time,yearly,41490,55713,GBP,False,Consulting,New York,junior,3,master,Join Microsoft in Berlin as a junior team member. Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
2928,Data Analyst,Microsoft,New York,2026-01-02,internship,yearly,70764,99455,EUR,True,Finance,Paris,senior,4,unknown,We are looking for a senior Data Analyst at Microsoft (New York). Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting.
2929,Data Analyst,Microsoft,New York,2025-12-26,internship,yearly,99041,122646,USD,False,Consulting,New York,lead,12,phd,"Lead a high-impact team at Microsoft in New York. Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
2930,Data Scientist,Airbus,New York,2025-09-18,full-time,yearly,95971,134462,EUR,False,Industrial,New York,lead,0,unknown,"Lead a high-impact team at Airbus in New York. Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
2931,Data Analyst,Microsoft,Madrid,2025-04-30,internship,yearly,43718,46144,USD,True,Consulting,London,junior,1,bachelor,"Join Microsoft in Madrid as a junior team member. Analyze business data to identify trends, patterns, and actionable opportunities. Build dashboards and reports using tools such as Tableau, Looker, or Power BI. Partner with business stakeholders to define KPIs and measure initiative performance."
2932,Data Engineer,Meta,New York,2025-10-23,full-time,yearly,1933,2465,USD,True,Finance,London,intern,3,bachelor,"As an intern at Meta in New York, you will Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
2933,ML Engineer,Airbus,Madrid,2025-12-09,full-time,yearly,60102,85570,USD,False,Tech,New York,senior,6,master,We are looking for a senior ML Engineer at Airbus (Madrid). Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
2934,Data Engineer,Amazon,New York,2025-06-04,internship,yearly,70314,87005,USD,False,Finance,London,senior,2,bachelor,"We are looking for a senior Data Engineer at Amazon (New York). Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
2935,AI Researcher,Microsoft,New York,2025-11-02,full-time,yearly,1065,2620,GBP,False,Tech,New York,intern,12,master,"As an intern at Microsoft in New York, you will Explore novel model architectures and training methods to push performance boundaries. Design rigorous experiments, analyze results, and iterate on hypotheses rapidly. Stay current with the latest literature and contribute new ideas to the research community."
2936,Data Scientist,BNP Paribas,London,2025-09-08,part-time,yearly,1447,2533,GBP,False,Industrial,Berlin,intern,5,bachelor,"As an intern at BNP Paribas in London, you will Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations."
2937,AI Researcher,Airbus,London,2026-01-31,part-time,yearly,113576,136322,USD,True,Finance,Paris,lead,7,phd,"Lead a high-impact team at Airbus in London. Explore novel model architectures and training methods to push performance boundaries. Design rigorous experiments, analyze results, and iterate on hypotheses rapidly. Stay current with the latest literature and contribute new ideas to the research community."
2938,AI Researcher,Airbus,London,2025-04-27,internship,yearly,68127,97739,USD,False,Finance,Berlin,senior,12,bachelor,"We are looking for a senior AI Researcher at Airbus (London). Conduct original research on deep learning, NLP, or computer vision to advance the state of the art. Publish findings in top-tier academic venues and open-source key contributions. Collaborate with applied teams to transfer research breakthroughs into real products."
2939,Data Scientist,Meta,Paris,2025-05-17,full-time,yearly,36773,56161,GBP,True,Finance,London,junior,0,master,Join Meta in Paris as a junior team member. Develop statistical models and ML algorithms to support product and growth initiatives. Work cross-functionally with data engineers to ensure data quality and availability. Monitor model performance in production and iterate based on real-world feedback.
2940,Data Engineer,Amazon,Berlin,2026-03-06,internship,yearly,78355,84630,GBP,True,Finance,Paris,senior,11,bachelor,"We are looking for a senior Data Engineer at Amazon (Berlin). Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
2941,Data Analyst,BNP Paribas,Madrid,2025-09-11,full-time,yearly,1408,2481,USD,True,Tech,Madrid,intern,4,unknown,"As an intern at BNP Paribas in Madrid, you will Analyze business data to identify trends, patterns, and actionable opportunities. Build dashboards and reports using tools such as Tableau, Looker, or Power BI. Partner with business stakeholders to define KPIs and measure initiative performance."
2942,ML Engineer,Google,Madrid,2025-10-10,full-time,yearly,34860,52770,GBP,True,Finance,New York,junior,5,bachelor,"Join Google in Madrid as a junior team member. Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
2943,ML Engineer,Airbus,Madrid,2025-06-29,part-time,yearly,72619,89109,EUR,True,Consulting,New York,senior,1,master,"We are looking for a senior ML Engineer at Airbus (Madrid). Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
2944,ML Engineer,BNP Paribas,Berlin,2025-10-06,internship,yearly,96069,120990,GBP,True,Tech,Madrid,lead,4,bachelor,Lead a high-impact team at BNP Paribas in Berlin. Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
2945,ML Engineer,Microsoft,New York,2025-04-14,internship,yearly,78931,91710,GBP,True,Consulting,Madrid,senior,8,bachelor,We are looking for a senior ML Engineer at Microsoft (New York). Develop end-to-end machine learning systems from data ingestion to model serving. Optimize model latency and throughput to meet production SLA requirements. Implement CI/CD pipelines for automated model training and deployment.
2946,Data Engineer,Airbus,New York,2025-12-09,part-time,yearly,61416,90336,GBP,True,Tech,Paris,senior,2,unknown,"We are looking for a senior Data Engineer at Airbus (New York). Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
2947,Data Scientist,Airbus,Berlin,2025-08-18,internship,yearly,1518,2842,GBP,False,Industrial,New York,intern,3,bachelor,"As an intern at Airbus in Berlin, you will Develop statistical models and ML algorithms to support product and growth initiatives. Work cross-functionally with data engineers to ensure data quality and availability. Monitor model performance in production and iterate based on real-world feedback."
2948,Data Analyst,Meta,Berlin,2025-10-06,internship,yearly,1319,2018,GBP,False,Finance,Berlin,intern,2,unknown,"As an intern at Meta in Berlin, you will Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting."
2949,AI Researcher,Meta,New York,2026-03-18,internship,yearly,35925,52509,EUR,False,Industrial,Madrid,junior,2,phd,Join Meta in New York as a junior team member. Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences.
2950,Data Analyst,BNP Paribas,London,2025-11-04,part-time,yearly,977,2868,GBP,False,Finance,Paris,intern,5,master,"As an intern at BNP Paribas in London, you will Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting."
2951,ML Engineer,Airbus,Madrid,2025-12-12,part-time,yearly,38907,54072,USD,False,Finance,Berlin,junior,1,unknown,Join Airbus in Madrid as a junior team member. Develop end-to-end machine learning systems from data ingestion to model serving. Optimize model latency and throughput to meet production SLA requirements. Implement CI/CD pipelines for automated model training and deployment.
2952,Data Scientist,Google,Berlin,2026-01-19,internship,yearly,110669,155401,GBP,True,Consulting,New York,lead,6,master,Lead a high-impact team at Google in Berlin. Develop statistical models and ML algorithms to support product and growth initiatives. Work cross-functionally with data engineers to ensure data quality and availability. Monitor model performance in production and iterate based on real-world feedback.
2953,Data Engineer,Airbus,Berlin,2025-05-21,part-time,yearly,101891,120568,GBP,False,Industrial,Berlin,lead,0,unknown,"Lead a high-impact team at Airbus in Berlin. Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
